podc_id,auth_id,podc_title,podc_language 
c81fed2a5ab642d49f956985ddde36e1        ,1796                                    ,GNN - God Network News - YWAM                                                                       ,English             
e43e329227714460933ea5bc05cb7a67        ,1797                                    ,MiniPC Show - Podnutz                                                                               ,English             
a665eb29a7bc43e8b14258febc27963f        ,1798                                    ,Ministry of Testing                                                                                 ,English             
7f9a7063c633442795b92d13e94bee3a        ,1799                                    ,Mashable Tech – Spoken Edition                                                                      ,English             
ffa6d399957a41888721a721dc8d63f3        ,1800                                    ,Moonshot                                                                                            ,English             
71bf5f5bd040498f917840978ab8eb83        ,1801                                    ,ModChat                                                                                             ,English             
e1b0267307214204a43442902aa5d855        ,1802                                    ,My Favourite Game                                                                                   ,English             
17062cb79dd14eb28f949b686a11cf9a        ,1803                                    ,Our Own Voices Live                                                                                 ,English             
4d17e5f0da25491bbe379147606f1c81        ,1804                                    ,HearthCast                                                                                          ,English             
e314a6dd9ab64f9096d2317870fdbee5        ,1805                                    ,Omnic Lab: A Strategic Overwatch Podcast                                                            ,English             
684fd7b049774145af7f0ca75fc3c25e        ,1806                                    ,OishiiPress's podcast                                                                               ,English             
00236538eba8430c89619c45fd6ea880        ,1807                                    ,Real Estate Agents: The Mail-Right Show                                                             ,English             
2ae93966e14e4e90a16ae098482bb9bf        ,1808                                    ,Know How... (Video LO)                                                                              ,English             
678fbd9690a64fc98a9cd2ec7e29a4e1        ,1809                                    ,Kobo Writing Life Podcast                                                                           ,English             
dd85ffd728f54d6e811445f469553612        ,1810                                    ,JavaPubHouse Off-Heap's podcast                                                                     ,English             
2fed1c3ef6874d2faabf6a887fde0e5d        ,1811                                    ,Netpicks (HQ)                                                                                       ,English             
a23b0650cde3419f91ca9646630a8bf2        ,1812                                    ,Nerdzilla                                                                                           ,English             
6d78f35bdcec40189a4cc84e08494ef1        ,1813                                    ,NEF Telecom Talk                                                                                    ,English             
e8b7cbb57665490e8402c84ca58a65ba        ,1815                                    ,No Fluff Just Stuff                                                                                 ,English             
84cb4b9f0ee44288a28c4be02ba60c88        ,1816                                    ,New Solo                                                                                            ,English             
761680ef2bfb4b33b15d658583075308        ,1817                                    ,Tech Bites                                                                                          ,English             
f5897dea7fc54fe4ab09b695e678db57        ,1818                                    ,Rich On Tech                                                                                        ,English             
bacd101d37464c72af1e1605595b0c99        ,1819                                    ,TechStuff                                                                                           ,English             
26bad82bbdec4fc7bb25b7c003542a60        ,1820                                    ,Talkin' Wild with Dan                                                                               ,English             
1bb01f1e4fe6461e81cba7b6ca24e843        ,1821                                    ,Tech Support                                                                                        ,English             
85610bc238ef4409a18c3440030b18e3        ,1822                                    ,Three Lunatics Podcast                                                                              ,English             
3a0cee22031a42ddab157e7ffd511296        ,1823                                    ,Social Media Pubcast by Jon Loomer                                                                  ,English             
5f9d5c9e5dd246cda47db08eca2d3c67        ,1824                                    ,So You Want to Start a Business                                                                     ,English             
83421e1d45224c0dae02f8e8253249f1        ,1825                                    ,The Testing Show                                                                                    ,English             
fd3f1866bd7d412aa98e76af0fcd8ec1        ,1826                                    ,Test and Code                                                                                       ,English             
38b248724fd24fc189de15258d7ae6d7        ,1827                                    ,Tech ONTAP Podcast                                                                                  ,English             
0bc7f69817d348f593f64290ee58942d        ,1828                                    ,Speaking in Tech                                                                                    ,English             
2165de98aaaf4b3ba22bc9afc2dc7332        ,1829                                    ,Tech News Weekly (Video HI)                                                                         ,English             
9a68de108cd44fed9543a9c9e1000629        ,1830                                    ,Tech Minute (SD)                                                                                    ,English             
2abdcbefe05c4b3596045a705bb6f3fc        ,1831                                    ,Smart Poker Study Podcast                                                                           ,English             
d0c657ec0b354d598f7ae50399732381        ,1832                                    ,The Road to Full-Time Photography Podcast                                                           ,English             
3d5b0a4008b547b8914bc3df9aa1a148        ,1833                                    ,Apply Yourself with Tim                                                                             ,English             
6cd6896855cc49419fcdf89dbc0df85b        ,1834                                    ,SPA Girls Podcast                                                                                   ,English             
bbff8395f6314575b6abff8120c1134c        ,1835                                    ,Story Story Podcast                                                                                 ,English             
82f1786c2bdc4de4ad65db0ee58268fe        ,1836                                    ,Stageworthy - Conversations in Canadian Theatre                                                     ,English             
2a7b82db6ac546389e18b60bce97ed27        ,1837                                    ,Skincare Talk Radio                                                                                 ,English             
d295e7cdb8594bd1bfc8bc4df70963b6        ,1838                                    ,Stories of Stories                                                                                  ,English             
48c5bcf14bc0469880e7f5e5632c7305        ,1839                                    ,Stage & Studio                                                                                      ,English             
36bc20475ea045158d65cfa6a995132e        ,1840                                    ,Spoken Word                                                                                         ,English             
6f8ceab0bd7749118329e62177e99e0c        ,1841                                    ,Space Debris Darkroom Talks                                                                         ,English             
0fbf3b37c8494836b2531c6fbd8ee6e7        ,1842                                    ,So Suzy Podcast                                                                                     ,English             
c28e1ce5c35944ac860116529a8d3880        ,1843                                    ,Super Skull Podcast                                                                                 ,English             
1177215d4d6343d1845b821a948865de        ,1844                                    ,Scrying and Crying                                                                                  ,English             
55a28492cd8241cda66fb7df0f573658        ,1845                                    ,Sam and Kyle Rule The World                                                                         ,English             
6b13315c145c49f8b4a4133a7d915384        ,1846                                    ,Android Police Podcast                                                                              ,English             
de3d1f9ce5da4a81bd2f161509fb74dd        ,1847                                    ,Awesome Chat: Tech Interviews                                                                       ,English             
3cf135aff91741a1921a98f76e35c301        ,1848                                    ,Reserve This!                                                                                       ,English             
c7efd26d31a94d0f951ff8e48af28cf5        ,1849                                    ,Renegades: Talking Valiant                                                                          ,English             
e6993ed235dc45129dbf83698b43680d        ,1850                                    ,We Are Women - Success Secrets of Female Masterminds                                                ,English             
41bb04f805294f7eb44c02657074f502        ,1851                                    ,Reader's Corner                                                                                     ,English             
d7c987abd71c49bb93292bc4f3390dac        ,1852                                    ,Radio Free Mid-World                                                                                ,English             
78ccc861791f4843837cd106d07d68b5        ,1853                                    ,Radio Drama Revival                                                                                 ,English             
ecb0c02ee9cb4ca5b01e83b345ec3df4        ,1854                                    ,Rob Watson Media                                                                                    ,English             
e1b43756818c4d78a9e2bbeb7ce8f1f0        ,1855                                    ,RiYL                                                                                                ,English             
eca21ff973dd498ea5f8c59f2b219847        ,1856                                    ,Tasting Room Radio                                                                                  ,English             
e0db9f7d42b949aaa6b66069467a1c58        ,1858                                    ,Take Two                                                                                            ,English             
a6c05596802f4690a240220df703bcaa        ,1859                                    ,TWIP! by Pendant Productions                                                                        ,English             
167be5e62caa400a99971f6576844ce3        ,1860                                    ,Tin Pod Radio                                                                                       ,English             
6d2ae561e26048bdae6e74725f6a2176        ,1861                                    ,Keith Price's Curtain Call                                                                          ,English             
6387f6160fc24c43b9c109ee3d47c04f        ,1862                                    ,Nordonia Hills Branch Library's Podcast                                                             ,English             
c78b7dbbac0d4cb78d7d80bbac21a649        ,1863                                    ,NT Talks                                                                                            ,English             
7c987a5f66754b87baa2be7a9135f746        ,1864                                    ,New Writing North                                                                                   ,English             
d2732ea174ae447b978395d63a2a5dc6        ,1866                                    ,Marvel Noise                                                                                        ,English             
443e6ddde06f4a7186df8b080594ba39        ,1867                                    ,Manga Mavericks                                                                                     ,English             
df6c42f1114b4623a60f74d9e11bfdce        ,1868                                    ,Monis Motivklingel                                                                                  ,English             
642d174a5ad5473888cb860eac43eb55        ,1869                                    ,Mouth Time with Reductress                                                                          ,English             
4d3af503feb74b2aaa3dd18fbaebfba3        ,1870                                    ,BSD Now HD                                                                                          ,English             
5f3a82234f384f53bb83d05797be9954        ,1871                                    ,CanCon Podcast                                                                                      ,English             
3b8f3005e8e94e1b873fa46f1f43fba1        ,1872                                    ,Boston's Morning Show with Kim & VB                                                                 ,English             
456526c6a96347e193deb9260fae4668        ,1873                                    ,Boss Girl Creative Podcast | A Podcast for Female Creative Entrepreneurs                            ,English             
200b1f90b18742a78c762316f2cfc82c        ,1874                                    ,Coder Radio Video                                                                                   ,English             
86ed3b10d4d74bac887ba15053115e18        ,1875                                    ,Agile for Humans - A Podcast Devoted to Agile Software Development                                  ,English             
1cfe3020976042b4b372b43559938574        ,1876                                    ,CNET Special Features (HD)                                                                          ,English             
cd25a7fd129a417ba349a7cfc6e5904f        ,1877                                    ,CNET News (HD)                                                                                      ,English             
a24fd6fefc3645e6b78b1d208f9a1797        ,1878                                    ,CNET How To (SD)                                                                                    ,English             
9c81a29bf8874fc2a4ccb219591db77b        ,1879                                    ,Advanced Persistent Security                                                                        ,English             
9508048c9a8d4bb0ab0ddb765ebb6b9f        ,1880                                    ,An Artist's Perspective                                                                             ,English             
3a4e5c7b05e04f1ba33204688be118ed        ,1881                                    ,April Eight Songs & Stories                                                                         ,English             
e222b920679b4659919035f56dc3f06d        ,1882                                    ,Curtain Call Theatre Podcast                                                                        ,English             
7ee695fddb134ba48460f539ee5e06cf        ,1883                                    ,Aural Stage Studios Presents                                                                        ,English             
d333eed272094af68ff2de007201a837        ,1884                                    ,NicPeña                                                                                             ,English             
2b9812509cad422697a6bfdf98ac061e        ,1885                                    ,All WNY Radio Podcasts                                                                              ,English             
f1931c92bfc144608cd373166580f22c        ,1886                                    ,Arts Interview with Nancy Kranzberg                                                                 ,English             
361ecf5e302b4d439874a1c3d7a0d305        ,1887                                    ,As Yet Unnamed London Theatre Podcast                                                               ,English             
f15f351823ff4b36acc888713f566245        ,1888                                    ,ArtHouse Radio                                                                                      ,English             
4b4fbf39744d4585abb38be9191efcf1        ,1889                                    ,Emil Amos' Drifter's Sympathy                                                                       ,English             
d7acf266c4874bb49dbb2fdb06a8ad2c        ,1890                                    ,Exist Magazine                                                                                      ,English             
c841f80cea5c4845b97e31f6b018b81e        ,1891                                    ,Earth Matters                                                                                       ,English             
822ce510b090438fa1685a7df158517b        ,1892                                    ,WSJ Your Money Matters                                                                              ,English             
b83420c7883d41338e91ca68fa34335f        ,1893                                    ,Win The Talent War                                                                                  ,English             
4823874bb72e4bc0893a2b4e6cb1513e        ,1894                                    ,Lipper Alpha Insight                                                                                ,English             
ce74af29762a4d349cc6086a582e6eed        ,1895                                    ,We Love Schools                                                                                     ,English             
233cbe59bb6642b888436c2f29a46bd1        ,1896                                    ,Escape From Illustration Island                                                                     ,English             
7ba3bb53218a4713851754d5944696bf        ,1898                                    ,Just Press Playhouse                                                                                ,English             
bfa1b3ad28ff40eea180f87417387db7        ,1899                                    ,Withum Sounding Board                                                                               ,English             
ae7ef6530cfa43dba947e4c495f0618a        ,1901                                    ,Buttercup of Doom                                                                                   ,English             
ef2e8449f7c34b3ebe3ac83fec838df5        ,1902                                    ,Ballroom2Basement                                                                                   ,English             
9deddb4d31e6453da7d66c8f81fe46c2        ,1903                                    ,Black Authors Network Talk Show                                                                     ,English             
bcabeee875854f0f953dc45114c61c57        ,1904                                    ,Bad at Sports                                                                                       ,English             
935d346e349140ffa9f29b42fdc64627        ,1905                                    ,Billy Newman Photo Podcast                                                                          ,English             
6daa0f627bbe44c8b4f3489cdb6915c4        ,1906                                    ,Blogtacular                                                                                         ,English             
5b86c5632b454bfcab6d77973fbb00f5        ,1907                                    ,BristolCon                                                                                          ,English             
5840bed1a3e54d9caa946c0c16b4de63        ,1908                                    ,Brunswick Beer Collective                                                                           ,English             
623c1fcf32bf470f8a492637738e19ab        ,1909                                    ,Brewski-Reviewski                                                                                   ,English             
716446c92bd146c791d5659d88de33e0        ,1910                                    ,Fresh Talk                                                                                          ,English             
70772456be0d4948ab73f3ba2e269e1d        ,1911                                    ,For Those About To Rock                                                                             ,English             
531a2670348b4fb9873b6461d1b38794        ,1912                                    ,Cosmi Design Gallery                                                                                ,English             
689907afcad34eeaa024ddebd85b8849        ,1913                                    ,Centauri  Express  Audio  Magazine                                                                  ,English             
0b3a74af66ac4db99e1b81837ec68acb        ,1914                                    ,Concert Pipeline                                                                                    ,English             
8e9dee3606f146e18fead6f37604f859        ,1915                                    ,CBS Sports Minute                                                                                   ,English             
9a32fcfc9d334f65bc4dda608448b9b4        ,1916                                    ,CHURCH ON THE ROCK PALMER                                                                           ,English             
b20e0ae199bf40ad876d6c261a4d5234        ,1917                                    ,Coffee With a Sign Painter                                                                          ,English             
de26fd83318b437ba6ec6b9258366195        ,1918                                    ,C7music Podcast                                                                                     ,English             
b93a7169a1e6442996a55d0e08b0cbbd        ,1919                                    ,Castle of Horror Podcast                                                                            ,English             
899de92bbe334c208394135ff6837919        ,1920                                    ,Contrabass Conversations - double bass life on the low end of the spectrum                          ,English             
f38fbecebb7946a5bbafc26e729183d6        ,1921                                    ,168 Opportunities with Peder Aadahl | Productivity | Self-Improvement | Online Marketing            ,English             
3a1d4462419a442ebe01b1f5e28fd291        ,1922                                    ,Heart-Centred Business Podcast                                                                      ,English             
6b48aae40e954b4c9e8e080d0ec0e503        ,1923                                    ,Hi-Res                                                                                              ,English             
ad765924fdc04ef284e68cd964a5e122        ,1924                                    ,DreadCast                                                                                           ,English             
db40dc53744b4754b49e63f04c8edec5        ,1925                                    ,Driven to Drink                                                                                     ,English             
1762ec36b42a43d7ac451c695d50c690        ,1926                                    ,Drink Talk Beer podcast                                                                             ,English             
0a3bcb9fab624f95bf4a32a13c9536f5        ,1927                                    ,Don't Close Your Eyes: Live Radio Theatre!                                                          ,English             
0b648df3cf354c9e84506eea9f023b9f        ,1928                                    ,Hobbies Up To Here                                                                                  ,English             
3987d7beddb9416da7ac7eea0021b220        ,1929                                    ,Jim Robbie and the Wanderers                                                                        ,English             
d849e967478a45369b8e5c754bf18e1d        ,1930                                    ,It's a Code World                                                                                   ,English             
8326bacb37bf4c5697438d6052796c8c        ,1931                                    ,Don Cromwell LIVE                                                                                   ,English             
9630d90bcd654316b7f383ca6b22eb6d        ,1932                                    ,Ice Cream for Everyone Podcast                                                                      ,English             
5de8f967a1e44053a6bd4076565e2e71        ,1933                                    ,Inside Acting                                                                                       ,English             
db45d43e3fc641719207b75723977f32        ,1934                                    ,Jack Straw SoundPages                                                                               ,English             
4c11c4b1cb4945909aab7244dc39b852        ,1935                                    ,Alfred Hitchcock Mystery Magazine's Podcast                                                         ,English             
03ee0ba431264c56bb5c8f7fe40b6b54        ,1936                                    ,Across the Aisle                                                                                    ,English             
eda0551919b24c9ca5cc645f3ffcd095        ,1937                                    ,ABR's States of Poetry                                                                              ,English             
4d2891ba091c45f7b80df4494997952f        ,1938                                    ,"Affordable Interior Design presents Big Design, Small Budget                                        ",English             
97be536909e24dbf8de405e6b86a4943        ,1939                                    ,Adventures With Words All Podcasts                                                                  ,English             
aef3be48fca14f4187cdd97f44f325d6        ,1941                                    ,How Hard Can It Be?                                                                                 ,English             
45718d46cc69471088a7f27ef2a423e2        ,1942                                    ,LiveOnWeb by Transport Topics                                                                       ,English             
d883c533c07648769f6eeea966740683        ,1943                                    ,Inc. Radio                                                                                          ,English             
1f1fbcd78d6c42dca0334e1518569c55        ,1944                                    ,In The Trenches with Tom Morkes                                                                     ,English             
6d6ec76ec1b5428daed24b85247193a7        ,1945                                    ,Live Life Aggressively Podcast w/Mike Mahler & Sincere Hogan                                        ,English             
1115baab815841dda68628d659a4aff0        ,1946                                    ,Motor Trade Radio                                                                                   ,English             
48a6ce88f87446c3bd137e0a5d2ebcbf        ,1947                                    ,Productize Podcast                                                                                  ,English             
e3b3c343e9ae4cb7a5586b0f2682120a        ,1948                                    ,Programa Café Empreendedor                                                                          ,English             
14d746b5ed6146b593700c598253289d        ,1949                                    ,LinkedInformed Podcast. The LinkedIn Show                                                           ,English             
a0c84107cf344875aea495a5a61b3199        ,1950                                    ,Profit. Power. Pursuit. A CreativeLive Podcast with Tara Gentile                                    ,English             
2b007aed983243d1b278a34b526f5a14        ,1951                                    ,Real Estate Success With Jim Ingersoll                                                              ,English             
7faeff6f5d3849368d31ec5a49e71f62        ,1952                                    ,FBAA's Top Broker Podcast. Settle More Loans!                                                       ,English             
9144b61f2448400288340ac6382bf2a3        ,1953                                    ,Life Changing Questions Podcast                                                                     ,English             
aa2028e6e10349a682c4e3af9b359b03        ,1954                                    ,Life at AT&T                                                                                        ,English             
19eda72c28e348c68e9ffbbbc71cc5b3        ,1955                                    ,"Powerful Nonsense - The Millennial Podcast For Entrepreneurs, Artists & Creatives                   ",English             
b24ed0ad8a624edea7c6e2eaca3c9bd4        ,1956                                    ,NutriMedical Report                                                                                 ,English             
21c31913ddb3492b859a4a97f2f15810        ,1957                                    ,Nightly Business Report                                                                             ,English             
8a333c8dfe474dfc83bf7202a7995ff7        ,1958                                    ,topic tbd – PYMNTS.com                                                                              ,English             
11358f030218492884eb3c644a169993        ,1959                                    ,New Retirement Radio with Dennis Prout Podcast                                                      ,English             
302a370c2fd54a47bf43eafff90983c4        ,1960                                    ,Middagvervolgverhaal (RSG potgooi)                                                                  ,English             
1cef2169f6014308997d57830fab6867        ,1961                                    ,Impact Makers Radio                                                                                 ,English             
327ca30d77c54c44b00a9867a19d34a7        ,1962                                    ,Just a Taste                                                                                        ,English             
0f37bb20dd7b4381b7b85d3d8789b9a6        ,1963                                    ,Just-In-Time Cafe                                                                                   ,English             
5b009868e3384efa946675eb03c66d3b        ,1964                                    ,Mi365's podcast                                                                                     ,English             
bc44cea8ef074c0cb5e6a35f5aabd9df        ,1965                                    ,Manage Your Damn Money with Ben & Malcolm                                                           ,English             
62ed144abd144b929a5957cffa6eb189        ,1966                                    ,Keeping It Real                                                                                     ,English             
5f8c0f60b2a943e08487aff268dba52f        ,1969                                    ,Latorre Insurance                                                                                   ,English             
1b40714e9010438988aac94d755dd578        ,1972                                    ,"Heart, Soul & Hustle                                                                                ",English             
50dfb1d6da9e49eba7976f0b90c9ed0e        ,1973                                    ,Health Fit Business                                                                                 ,English             
943616b9f92441ac8525155b0c7e6364        ,1974                                    ,Money Peach                                                                                         ,English             
f18854150cb445edb5d38ad593e1dd64        ,1976                                    ,"Mom Biz Solutions with Lara Galloway, The Mom Biz Coach                                             ",English             
b1ac951c2195463085dc1e0b67408743        ,1977                                    ,MOBE Daily PowerUp Call                                                                             ,English             
8ac1c37518b34b12b4882ca0c5aa3d37        ,1978                                    ,Translators on Air                                                                                  ,English             
e870528da6fa4b48a497a6fd831dd33d        ,1979                                    ,Right Path Real Estate Radio                                                                        ,English             
92a7923f30094be4a74a524852f5aa96        ,1980                                    ,Turn Knowledge to Profit                                                                            ,English             
9946ea622a664e86a36e47d26d99f2a0        ,1981                                    ,<em>TD</em> Podcasts                                                                                ,English             
fa9aae8df110446f91df3d1231310844        ,1982                                    ,"TCE'LIVE ""Career Talk Radio Show""                                                                   ",English             
cd8cd03b359d4d35af38ac5d7b49b341        ,1983                                    ,Townie News Wire - Dentaltown.com                                                                   ,English             
673f9a34b4914749b0c4f9cf4f478dfe        ,1984                                    ,Tax Wrap podcast                                                                                    ,English             
6a46d63eb1d046aea2bf8903247d9b7a        ,1985                                    ,Trusts                                                                                              ,English             
d13612beab314abd8e371f7ddf720838        ,1986                                    ,RETIREPRENEUR with Donna Kastner                                                                    ,English             
eeba1392605c431a8990a3e296c90ead        ,1987                                    ,Retire Right with Alan Becker                                                                       ,English             
7cd95f2232474c1aa2add7a92fd4e284        ,1988                                    ,Top Third Ag Marketing                                                                              ,English             
5ae3f5d38867426a836a395cafbeb9a0        ,1989                                    ,Unlimited Influence Podcast                                                                         ,English             
63d8337f808e4d29b947cfa730a08dba        ,1990                                    ,Unleash Africa Podcast                                                                              ,English             
ad5363abf88c4798b4db2791eb78d63b        ,1991                                    ,Tough Talk Radio Network                                                                            ,English             
e5cc7b2447f74c839a1eed9849ccafb3        ,1992                                    ,The ThriveTime Show                                                                                 ,English             
ab513289f5e94be98ee4aa90a30695f2        ,1993                                    ,Service Design Show                                                                                 ,English             
3e0beb62c53e4255a6eff363a55d734a        ,1994                                    ,Tools for Every Day Leaders & Managers with Leadership Coach Kris Plachy                            ,English             
fce0410620a54e409fc7b93fd2e647ca        ,1995                                    ,Thinks Out Loud: E-commerce and Digital Strategy                                                    ,English             
0de6bfd2043944c3adefe83435753d8d        ,1996                                    ,Talking Economics - with John Mills                                                                 ,English             
333ae79115cd4ab2952bb9aa85de3223        ,1997                                    ,Talent Revolution Radio                                                                             ,English             
b54b04f9066a4646ba1fb9611a314108        ,1998                                    ,Small Business Focus                                                                                ,English             
88a1c0a9a8784d788965982c748d7cee        ,1999                                    ,TalentCulture #WorkTrends                                                                           ,English             
10bbfc98ca2a4a53a9fe37572e3ce4a8        ,2000                                    ,Small Business lifestyle                                                                            ,English             
5140efbe331441e58ff02b41a3ccd930        ,2002                                    ,SleepGeek                                                                                           ,English             
92c485244b4644debc5887f208403997        ,2003                                    ,Success IQ                                                                                          ,English             
6291667658fe479297d8131c6e2a011b        ,2004                                    ,Silent Sales Machine Radio                                                                          ,English             
85d29236936b41f39ac5e6d5763c65c4        ,2005                                    ,Schwab Market Update: Audio                                                                         ,English             
a6b1ef00779441bfbd6076f4aefcb12d        ,2006                                    ,Papo de Dividendo                                                                                   ,English             
e44c03b1812e476897a55a8b79be0077        ,2008                                    ,Speech Therapy Private Practice Startup Podcast                                                     ,English             
61a0868fc55b4d1bbd4c24701b9f2c4f        ,2009                                    ,Society of Actuaries Podcasts Feed                                                                  ,English             
4cb74369e9004b01947c877d5d9d0f46        ,2010                                    ,Startup Radio                                                                                       ,English             
b16dfbad7790405f9e71350b634ef5df        ,2012                                    ,Redesigning Wellness Podcast                                                                        ,English             
059f70a08f7e48ef9c3909404e2d5352        ,2013                                    ,Onion Juice Podcast | Real Estate Agent Coaching | hosted by Neil Mathweg                           ,English             
37b717afe6cb4298a86c42c10c6d6ff8        ,2014                                    ,Realist News Podcast: Economic and Political Forecasting                                            ,English             
e57e0daa7d614872b10a9c0199f7693f        ,2015                                    ,Find Your Place with RE/MAX of Boulder                                                              ,English             
f15d255bf79b471aa3c32cd4b36fccfa        ,2016                                    ,Food in Session                                                                                     ,English             
ad49d7299cff4051b7b1acb73fe62ab9        ,2017                                    ,Far Beats                                                                                           ,English             
9b61f15517554d118e856ff03a3c12c8        ,2018                                    ,Fanboy Planet                                                                                       ,English             
ca9d2e7ff7e242aab43718aa1eae4bfb        ,2019                                    ,Flowing With Famous - Fresno Culture Podcast                                                        ,English             
543bea51c7e341ffb7f563031d260491        ,2020                                    ,Dancecast                                                                                           ,English             
e0416db85df544af8e740f1a58cee344        ,2021                                    ,Destined2Knit                                                                                       ,English             
dbb906ebfd2848ca9bfbb7ce00351b28        ,2023                                    ,Ryan Is Super Strong!                                                                               ,English             
24dc6b1c68354d2c8923aaa851f08413        ,2024                                    ,Rumble in the Morning                                                                               ,English             
a71471163d91477f8ac77a093d4ce18a        ,2025                                    ,Not Another B Horror Cast                                                                           ,English             
560dddf07b0943fcbcd8bc357d1e7e6f        ,2026                                    ,Popping The Cherrywood                                                                              ,English             
efc43d1c4bb74595a09beea3026d4d1b        ,2027                                    ,Punky! Radio                                                                                        ,English             
eea2b0809ba340058c89fab96e0eb5fa        ,2028                                    ,No Such Thing As A Fish                                                                             ,English             
e998d563014649b7a99d60bb0ed78442        ,2029                                    ,Podcast – Left Of Leftfield                                                                         ,English             
